0 
1 	 1 	 38.0 	 5.16462302208 	 5.16451191902 	 0.134105205536 
 1 	 2 	 42.0 	 3.64714598656 	 3.64706420898 	 0.111758947372 
 1 	 3 	 43.0 	 1.98693490028 	 1.98680305481 	 0.0972080230713 
 1 	 4 	 55.0 	 4.71484804153 	 4.71379590034 	 0.0830860137939 
 1 	 5 	 31.0 	 5.51107501984 	 5.51026892662 	 0.118131160736 
 1 	 6 	 38.0 	 2.52008199692 	 2.51995897293 	 0.125595092773 
 1 	 7 	 60.0 	 5.02809309959 	 5.02803587914 	 0.093719959259 
 1 	 8 	 53.0 	 3.24523591995 	 3.24515008926 	 0.0893530845642 
 1 	 9 	 42.0 	 3.59022593498 	 3.59016513824 	 0.168060064316 
 1 	 10 	 37.0 	 4.93419504166 	 4.93396115303 	 0.166431903839 
 2 	 1 	 34.0 	 2.83053302765 	 2.83048009872 	 0.0884730815887 
 2 	 2 	 46.0 	 3.6600549221 	 3.65997600555 	 0.0873899459839 
 2 	 3 	 43.0 	 3.25880503654 	 3.25872898102 	 0.0849821567535 
 2 	 4 	 42.0 	 7.30950903893 	 7.30835580826 	 0.131234884262 
 2 	 5 	 51.0 	 19.3393678665 	 19.3392181396 	 0.111424922943 
 2 	 6 	 47.0 	 4.82014203072 	 4.8198299408 	 0.0812571048737 
 2 	 7 	 47.0 	 5.1521320343 	 5.15094804764 	 0.0927820205688 
 2 	 8 	 50.0 	 30.7108030319 	 30.7105789185 	 0.0849330425262 
 2 	 9 	 51.0 	 9.29247784615 	 9.29077601433 	 0.0893399715424 
 2 	 10 	 41.0 	 10.02952981 	 10.0284800529 	 0.108487844467 
 3 	 1 	 72.0 	 6.56387209892 	 6.56236886978 	 0.110301017761 
 1 	 1 	 38.0 	 5.04536819458 	 5.04530215263 	 0.141459941864 
 1 	 2 	 42.0 	 3.63173985481 	 3.63166213036 	 0.113869905472 
 1 	 3 	 43.0 	 1.93954992294 	 1.9394299984 	 0.102020025253 
 1 	 4 	 55.0 	 4.64312314987 	 4.64215993881 	 0.081668138504 
 1 	 1 	 38.0 	 5.04845690727 	 5.04837489128 	 1.47154998779 
 1 	 1 	 38.0 	 55.40899086 	 55.4061038494 	 0.145845890045 
 1 	 2 	 42.0 	 10.2540528774 	 10.253895998 	 0.129192829132 
 1 	 3 	 48.0 	 1.85742211342 	 1.85733985901 	 0.110382080078 
 1 	 4 	 55.0 	 20.3064200878 	 20.3057529926 	 0.101292133331 
 1 	 5 	 31.0 	 12.5333659649 	 12.5332589149 	 0.124172925949 
 1 	 6 	 38.0 	 8.94670796394 	 8.94418287277 	 0.13872718811 
 1 	 7 	 60.0 	 6.28521895409 	 6.28515815735 	 0.109224081039 
 1 	 8 	 53.0 	 3.16231894493 	 3.16217088699 	 0.0863571166992 
 1 	 9 	 42.0 	 5.55495405197 	 5.55477905273 	 0.168432950974 
 1 	 10 	 37.0 	 7.2861559391 	 7.28404593468 	 0.1811170578 
 2 	 1 	 34.0 	 9.88123488426 	 9.87936806679 	 0.0874409675598 
 2 	 2 	 48.0 	 8.20845007896 	 8.20782804489 	 0.125004768372 
 2 	 3 	 43.0 	 5.16537189484 	 5.16322803497 	 0.0966100692749 
 2 	 4 	 42.0 	 9.15850710869 	 9.15843105316 	 0.142979860306 
 2 	 5 	 51.0 	 24.0294950008 	 24.0260310173 	 0.117383956909 
 2 	 6 	 47.0 	 4.67121291161 	 4.67113184929 	 0.0850830078125 
 2 	 7 	 47.0 	 2.91751813889 	 2.91743397713 	 0.100676059723 
 2 	 8 	 50.0 	 20.2700150013 	 20.2681539059 	 0.0857779979706 
 2 	 9 	 51.0 	 25.7481939793 	 25.7447559834 	 0.0866189002991 
 2 	 10 	 41.0 	 7.54273104668 	 7.54055595398 	 0.119739055634 
 3 	 1 	 72.0 	 10.032171011 	 10.0320560932 	 0.133620023727 
 1 	 1 	 38.0 	 56.4330859184 	 56.4296839237 	 0.123770952225 
 1 	 2 	 40.0 	 5.1184129715 	 5.11830091476 	 0.082671880722 
 1 	 3 	 48.0 	 3.34752202034 	 3.34740900993 	 0.0627150535583 
 1 	 4 	 55.0 	 20.2497069836 	 20.2494959831 	 0.084342956543 
 1 	 5 	 29.9999999938 	 300.010416985 	 300.010066986 	 0.074807882309 
 1 	 6 	 37.0 	 4.53574204445 	 4.53563904762 	 0.100821018219 
 1 	 7 	 60.0 	 7.04696798325 	 7.04689598083 	 0.110888957977 
 1 	 8 	 53.0 	 3.08225417137 	 3.08217215538 	 0.0571467876434 
 1 	 9 	 42.0 	 22.8580229282 	 22.8578238487 	 0.108825922012 
 1 	 10 	 36.0 	 16.0883579254 	 16.08522892 	 0.107570171356 
 2 	 1 	 34.0 	 10.7235770226 	 10.7219250202 	 0.06431889534 
 2 	 2 	 48.0 	 8.0670440197 	 8.06575608253 	 0.0818448066711 
 2 	 3 	 43.0 	 5.00585699081 	 5.00071120262 	 0.0720610618591 
 2 	 4 	 42.0 	 8.83323597908 	 8.83111715317 	 0.0928390026093 
 2 	 5 	 51.0 	 24.7677137852 	 24.7646000385 	 0.111783027649 
 
